,logFC,t,P.Value,adj.P.Val,B
THUM_SYSTOLIC_HEART_FAILURE_UP,0.00482434164563872,1.79453670616941,0.0728284267154255,0.130779046258985,-6.0037649683964
REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT,0.00768488221621605,1.79384487331193,0.0729388406940242,0.13093990681575,-6.00500234001207
VANOEVELEN_MYOGENESIS_SIN3A_TARGETS,-0.00313670625662366,-1.7936731680148,0.0729662654453569,0.130946498229847,-6.00530936827723
REACTOME_LEISHMANIA_INFECTION,0.0136483238877426,1.79356102226579,0.072984181909173,0.130946498229847,-6.00550988158073
BIOCARTA_BCR_PATHWAY,0.0180620757250243,1.79225008006528,0.0731938859680188,0.131285266355308,-6.00785287985058
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY,-0.00767143851742058,-1.79116906344694,0.0733671809114773,0.13155855407379,-6.00978365463807
WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN,0.00336612248739676,1.78948771712729,0.0736373802591596,0.132005400721283,-6.01278435223158
KIM_MYC_AMPLIFICATION_TARGETS_UP,0.00825756418436735,1.78913193937601,0.0736946594601841,0.132070411949603,-6.01341894806555
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_DN,0.00416599941421536,1.78813610417612,0.0738551799030344,0.132320355099935,-6.01519453604205
NAKAMURA_METASTASIS,-0.0156880134355496,-1.78770753202265,0.0739243501796788,0.132406537725643,-6.01595838251645
WP_SEROTONIN_TRANSPORTER_ACTIVITY,0.021150222599548,1.78744651417352,0.0739665036439096,0.132444294986317,-6.01642350652211
REACTOME_MITOPHAGY,0.0263334207064388,1.78554253342051,0.0742745848969012,0.1329405078838,-6.01981427853162
XIE_LT_HSC_S1PR3_OE_UP,-0.0164011827383722,-1.7854725488782,0.0742859289877337,0.1329405078838,-6.01993884428947
WP_MIR124_PREDICTED_INTERACTIONS_WITH_CELL_CYCLE_AND_DIFFERENTIATION,-0.0249286611693049,-1.78473016304478,0.0744063526888995,0.133118111770491,-6.0212599197487
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP,-0.000941932573679916,-1.78285712539119,0.0747108907831841,0.133597460283291,-6.02459055341549
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,0.0117708396900326,1.78282085773743,0.0747167975967808,0.133597460283291,-6.02465501007987
PID_AJDISS_2PATHWAY,-0.00731412189902558,-1.78091798927326,0.0750272483235785,0.134114407199571,-6.02803504656815
ZWANG_EGF_INTERVAL_UP,-0.00358689895835079,-1.78002734968829,0.0751729167651764,0.134336588532594,-6.02961583872576
KEGG_ENDOCYTOSIS,0.0061739560452419,1.77947266905503,0.075263754175135,0.134460686466948,-6.03059994012204
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,-0.023812681003957,-1.77925294724987,0.0752997617540236,0.134486786764433,-6.03098968077539
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,0.0229874310624162,1.77909599576579,0.0753254912699598,0.134494520634005,-6.03126805056666
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,-0.00909492218854785,-1.77818091382484,0.0754756463453621,0.1347243502643,-6.03289055569577
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN,-0.00308783711014587,-1.77755697319139,0.0755781683613182,0.134867453331326,-6.03399636904128
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,-0.0106602457283554,-1.77731569097155,0.0756178448216816,0.134867453331326,-6.03442389098422
REACTOME_OAS_ANTIVIRAL_RESPONSE,-0.0184070919686797,-1.77730142158922,0.0756201918121866,0.134867453331326,-6.03444917273295
LIN_NPAS4_TARGETS_UP,0.00268783764039962,1.77543127571733,0.0759283036098504,0.135378549840542,-6.03776084697306
PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP,-0.00741133900630486,-1.77330074690144,0.0762805621356384,0.135968046801613,-6.04152937061312
WP_AUTOPHAGY,-0.00736298583280443,-1.77221514977109,0.0764605653984162,0.136250256174949,-6.04344786078399
SCHMAHL_PDGF_SIGNALING,0.0223513111228089,1.77151233220375,0.0765772845323341,0.136411487492024,-6.0446892696437
LUI_THYROID_CANCER_CLUSTER_2,0.0130859268992302,1.77140902484104,0.0765944533586876,0.136411487492024,-6.04487170327819
MATHEW_FANCONI_ANEMIA_GENES,-0.0038291716068235,-1.77125737046981,0.0766196627447223,0.13641772814464,-6.04513949514269
BOYAULT_LIVER_CANCER_SUBCLASS_G6_DN,-0.0125012276301008,-1.77025356133185,0.0767866958546259,0.136676404261208,-6.04691144822156
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION,0.019777328397007,1.76987686887534,0.0768494537908688,0.136749381957987,-6.04757613804194
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,-0.0150701760448266,-1.76728967286346,0.0772816184442612,0.137479471248849,-6.05213754104759
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS,-0.00884761018158203,-1.76553109671114,0.0775765000658605,0.137964997994888,-6.0552342294216
REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION,-0.0188586165366189,-1.76446345467759,0.0777559713505868,0.138245057974098,-6.05711274648023
BIOCARTA_PPARA_PATHWAY,0.0158844665724526,1.76337237906259,0.0779397312236973,0.138532582223116,-6.05903132339602
REACTOME_SIGNALING_BY_WNT_IN_CANCER,-0.00911048993323285,-1.76296245715277,0.0780088619826613,0.13861625602517,-6.05975183513562
WP_FATTY_ACID_BIOSYNTHESIS,-0.0143558565377493,-1.76265710740264,0.0780603897580399,0.138668612105506,-6.06028843379364
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,0.0229248273284884,1.76173515507735,0.0782161374798926,0.138906025448185,-6.06190804056276
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,-0.00574932763657615,-1.76144640696497,0.0782649684374164,0.138953482098633,-6.06241511459248
WP_TRANSLATION_INHIBITORS_IN_CHRONICALLY_ACTIVATED_PDGFRA_CELLS,-0.0106635267474534,-1.76123292113885,0.0783010875523556,0.138978349411622,-6.06278996628469
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,0.0151185457210649,1.76094262448821,0.0783502238706965,0.139026300685299,-6.06329961445582
DORSAM_HOXA9_TARGETS_DN,-0.0243414617598822,-1.76043551142295,0.0784361193065058,0.139139432639398,-6.06418970690076
RAMALHO_STEMNESS_UP,-0.0036597573949087,-1.75946409709239,0.0786008727834539,0.139354992362781,-6.06589403346412
RUAN_RESPONSE_TO_TROGLITAZONE_UP,0.0148856633121366,1.75945757096818,0.0786019805769383,0.139354992362781,-6.06590548024067
WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS,-0.00930617825279961,-1.7589269961209,0.0786920868830796,0.139475399340145,-6.06683596310969
REACTOME_ESTROGEN_BIOSYNTHESIS,-0.0214989048080532,-1.7584266341415,0.0787771392331818,0.139586783219777,-6.06771320430208
WP_MITOCHONDRIAL_CII_ASSEMBLY,-0.0215015047049211,-1.75730291782807,0.0789684231193561,0.139886285035274,-6.06968241071178
YORDY_RECIPROCAL_REGULATION_BY_ETS1_AND_SP100_DN,-0.0151186058000291,-1.75561870755102,0.0792558244188648,0.140355834452681,-6.07263147735012
RAMALHO_STEMNESS_DN,-0.0144721831609011,-1.75396920760821,0.0795381269294481,0.140816092324389,-6.07551703060287
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE,0.00252782617757774,1.75369851961559,0.0795845316653268,0.140858569844151,-6.07599030018315
REACTOME_AMINO_ACIDS_REGULATE_MTORC1,0.014179053978697,1.75275094031641,0.0797471511095552,0.141106656735235,-6.07764646902939
PID_TCR_CALCIUM_PATHWAY,0.0203439198976905,1.75252979006234,0.0797851428230449,0.141134146536121,-6.07803286448381
BIOCARTA_WNT_PATHWAY,0.0109137467641182,1.75195861319723,0.0798833342021518,0.141268079758167,-6.07903060405761
GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN,-0.01481945525708,-1.75118059142213,0.0800172424797074,0.141465082696192,-6.08038914100155
MALONEY_RESPONSE_TO_17AAG_UP,0.0271718126753069,1.74797926464997,0.0805701565920711,0.142402540545885,-6.08597277711555
LUI_TARGETS_OF_PAX8_PPARG_FUSION,-0.0383775914495613,-1.74762124434587,0.0806321842790498,0.142472105199277,-6.08659658904195
KYNG_DNA_DAMAGE_BY_GAMMA_AND_UV_RADIATION,0.0063021133408358,1.74684121027569,0.0807674610034987,0.142671020912588,-6.08795527304509
IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR,0.00378202251954046,1.7453648234711,0.0810240068325283,0.143083979472447,-6.09052522555103
PID_CXCR4_PATHWAY,-0.0105202637815824,-1.74509233645036,0.0810714280863125,0.143127507169234,-6.09099930776329
BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_DN,0.0246191681098847,1.74003665799185,0.0819553703569458,0.144647431253413,-6.09978194974168
PID_PI3KCI_AKT_PATHWAY,-0.0110213279747133,-1.73911635164011,0.0821171164381859,0.144892216960696,-6.10137795507508
BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_DN,-0.0030936064451153,-1.7380745091239,0.0823005352660836,0.145175095185893,-6.10318371284264
RICKMAN_HEAD_AND_NECK_CANCER_F,-0.00945828207584015,-1.73750188092227,0.0824014892595403,0.14529983717865,-6.10417575211402
KLEIN_PRIMARY_EFFUSION_LYMPHOMA_DN,0.0154422041518876,1.73728444784591,0.0824398488772077,0.14529983717865,-6.10455235462217
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,-0.00883904063254079,-1.73728014746714,0.0824406076975444,0.14529983717865,-6.10455980257063
VARELA_ZMPSTE24_TARGETS_UP,0.0171253759787982,1.73601090479616,0.0826648187424754,0.145654159180392,-6.10675723592434
BIOCARTA_VIP_PATHWAY,-0.0190717621060479,-1.73584663245901,0.082693873471628,0.145664516471183,-6.10704152263868
RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP,0.00652401431546779,1.73443528148482,0.0829438394454344,0.14604796544063,-6.10948287470677
PID_INTEGRIN_CS_PATHWAY,0.0112591832436127,1.73435524644952,0.0829580328755846,0.14604796544063,-6.10962125977134
BIOCARTA_ERK_PATHWAY,0.0111274916802162,1.73380948408403,0.0830548709905835,0.146177503269621,-6.11056474360908
COLLIS_PRKDC_REGULATORS,-0.0192018399781485,-1.73344904994266,0.0831188753587635,0.146249196984834,-6.11118767976595
CHIBA_RESPONSE_TO_TSA_UP,-0.0202795023503751,-1.73300261543675,0.0831982067297288,0.146347811166064,-6.11195907064321
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,0.0181652406231123,1.73286714698615,0.0832222915941049,0.146349217310842,-6.11219310636118
BROWNE_HCMV_INFECTION_10HR_UP,0.00567836752451911,1.73260362953601,0.0832691584104511,0.146390674296415,-6.11264830762836
BENPORATH_NANOG_TARGETS,-0.00311037749098364,-1.73221741615184,0.0833378854563721,0.14647052854958,-6.11331532959115
WP_CILIARY_LANDSCAPE,-0.00337470245348953,-1.73132735525913,0.0834964477101362,0.146690608463772,-6.11485197213117
REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS,0.0214782981063303,1.73125255269615,0.0835097847388026,0.146690608463772,-6.11498107885267
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.00957470252630185,1.73060953838808,0.0836245030934275,0.146828012030228,-6.11609067042521
BIOCARTA_TGFB_PATHWAY,-0.00868571509774413,-1.73055224520973,0.0836347307984434,0.146828012030228,-6.11618951611623
REACTOME_MUCOPOLYSACCHARIDOSES,-0.0136794141192499,-1.73011735979345,0.0837123975156574,0.14692332264337,-6.1169397005221
LOPEZ_MESOTHELIOMA_SURVIVAL_WORST_VS_BEST_DN,-0.00254565022897457,-1.72991626740903,0.0837483306005152,0.146945353943115,-6.11728652453055
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,-0.0199350358307025,-1.72924610429524,0.0838681718859333,0.14711455771786,-6.11844206430031
REACTOME_CALCINEURIN_ACTIVATES_NFAT,-0.0294958463106526,-1.72845523738641,0.0840097765614665,0.147321831944424,-6.11980515476102
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION,0.00290239893909683,1.72807879722503,0.0840772461377055,0.147399021471542,-6.12045374570055
MEISSNER_NPC_HCP_WITH_H3K4ME2,0.00269691879202105,1.72787275820094,0.0841141932028632,0.147422672693808,-6.12080868277511
TSAI_DNAJB4_TARGETS_UP,-0.0202119136274687,-1.72646611057348,0.0843667856895909,0.147759625927016,-6.12323074277536
KRISHNAN_FURIN_TARGETS_DN,-0.0141511832508504,-1.72645999667513,0.0843678849046021,0.147759625927016,-6.12324126579776
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,0.0138668870018838,1.72640943102854,0.0843769765237962,0.147759625927016,-6.12332829614741
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,-0.0160245515159078,-1.72536534586567,0.0845648786407537,0.148047426812573,-6.12512474004334
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN,-0.00691435900439469,-1.72519236694836,0.0845960420257511,0.148060741891352,-6.12542226134041
HUANG_GATA2_TARGETS_DN,-0.0131117108655254,-1.7249205829886,0.0846450246195804,0.148105228211042,-6.12588966578203
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D,-0.0029555776807916,-1.7241898729264,0.0847768315617789,0.148294568985745,-6.12714595068792
WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1,0.0249194894967784,1.72388184128923,0.0848324446716353,0.148350560590214,-6.12767537980872
BIOCARTA_ARF_PATHWAY,-0.0186444012432406,-1.72362810464543,0.0848782773461371,0.14838942228664,-6.12811141854398
WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING,0.00944469344594367,1.72249628508993,0.0850829630103865,0.148705901701969,-6.13005563601829
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN,0.0140754423503212,1.72153583927407,0.0852569693919753,0.148968599563126,-6.13170447135226
WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT,0.0183354455753627,1.71999687570184,0.0855363873752981,0.149415284784255,-6.13434455745179
XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_DN,0.0131707207728877,1.71931396742807,0.0856606148720033,0.149551669827929,-6.13551532912751
FERRANDO_LYL1_NEIGHBORS,-0.0205484463154026,-1.71930605915101,0.0856620543167137,0.149551669827929,-6.1355288842871
GAVIN_FOXP3_TARGETS_CLUSTER_P6,-0.00198892880891266,-1.71898046235614,0.0857213356089054,0.14961360574895,-6.13608691852457
HEDENFALK_BREAST_CANCER_BRACX_UP,-0.0383433804581354,-1.71770519025152,0.0859538434166451,0.149977763984901,-6.13827156782098
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,0.0250834650298232,1.71743617980046,0.0860029544981173,0.150021806555833,-6.13873219887425
KANG_CISPLATIN_RESISTANCE_UP,-0.0219236179709056,-1.71658973248676,0.0861576315864408,0.15024992078823,-6.14018111492091
WANG_RECURRENT_LIVER_CANCER_DN,0.0127634693082435,1.71633714266936,0.0862038325795876,0.150288789948047,-6.14061335037683
REACTOME_CALNEXIN_CALRETICULIN_CYCLE,0.025586626667732,1.71519749295705,0.0864125339889403,0.150610864148777,-6.14256274658356
ONGUSAHA_TP53_TARGETS,0.0132833602436853,1.71506165430807,0.0864374370149808,0.150612501147534,-6.14279501542159
CAIRO_PML_TARGETS_BOUND_BY_MYC_UP,0.0232712915390538,1.71469154932833,0.0865053170405657,0.150652249316846,-6.14342776022586
BIOCARTA_PTDINS_PATHWAY,-0.0169922097697913,-1.71467589567353,0.0865081889871912,0.150652249316846,-6.14345451927396
NOUZOVA_METHYLATED_IN_APL,-0.00842030748145305,-1.71333900390915,0.0867537503881981,0.151038039110755,-6.14573896145471
YOSHIMURA_MAPK8_TARGETS_UP,0.000776623972042895,1.71204342269454,0.0869922607599377,0.151411342807036,-6.14795111661337
FINETTI_BREAST_CANCER_KINOME_RED,0.00281899177501133,1.71172330277167,0.0870512748391902,0.151468140318863,-6.14849745177183
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,-0.00267667165490995,-1.71160499398682,0.0870730932334211,0.151468140318863,-6.14869933857564
BIOCARTA_G2_PATHWAY,0.0171979227789873,1.71143518263741,0.0871044173996848,0.15148070375125,-6.1489890870578
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,-0.0157704827151964,-1.71093386370684,0.0871969460359696,0.151578305511739,-6.14984431832576
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.0178144863004741,1.71084108269779,0.0872140793641531,0.151578305511739,-6.15000257181993
MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_UP,0.00595039996308372,1.71073922064327,0.0872328927662626,0.151578305511739,-6.15017630468907
PID_ERB_GENOMIC_PATHWAY,-0.0158265304413327,-1.71007593051763,0.0873554792217707,0.151749360671318,-6.15130733996981
NAKAMURA_BRONCHIAL_AND_BRONCHIOLAR_EPITHELIA,-0.00549340201787485,-1.70988316907811,0.0873911306395216,0.151769344036859,-6.15163595263613
WANG_CISPLATIN_RESPONSE_AND_XPC_DN,-0.00376146365335733,-1.70827842521249,0.0876883857281096,0.152222107124834,-6.15437022634647
REACTOME_L1CAM_INTERACTIONS,-0.0126357457632156,-1.7082143134004,0.0877002784246659,0.152222107124834,-6.15447941126152
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN,0.0169737240376976,1.70628638311738,0.0880585166967627,0.152801705532621,-6.15776084101627
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,-0.00856451614637932,-1.70538000863125,0.0882273421282001,0.153052400020905,-6.15930225577618
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,0.00814058811526547,1.70465209644468,0.0883631153155796,0.153245634591175,-6.16053957895103
REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,-0.0259694936598236,-1.70393305917214,0.088497398517919,0.153436179223482,-6.16176129871363
WP_MEVALONATE_PATHWAY,-0.0206919714639722,-1.70041401901982,0.0891569692619781,0.154537107504559,-6.16773309726194
SANSOM_APC_TARGETS_UP,0.0119835525296126,1.69911099532206,0.0894021967013181,0.154919439279786,-6.16994119780046
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,-0.0264432725707159,-1.69875786648726,0.089468748627033,0.154992030077426,-6.17053931803158
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN,0.0160036842358162,1.69798737270782,0.0896140972073471,0.155201047381696,-6.17184392918433
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,-0.0123234788261721,-1.69714088011423,0.089774001693089,0.155399078514592,-6.17327654163419
CHICAS_RB1_TARGETS_SENESCENT,0.0019507046941567,1.69712029857098,0.0897778924560832,0.155399078514592,-6.17331136516327
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,0.0118967839709119,1.69697950943852,0.0898045110680209,0.155402354642762,-6.17354956604768
TSUNODA_CISPLATIN_RESISTANCE_DN,-0.0125637148841665,-1.69627865242446,0.0899371147654768,0.15558898053978,-6.17473505131522
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN,0.0122409665371326,1.69605736541513,0.0899790154955253,0.155618633018541,-6.17510925223036
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,0.007315870458866,1.69549546601274,0.0900854818779474,0.155759904705062,-6.17605921680925
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,-0.0148258340882501,-1.69422436108505,0.0903266998945684,0.156134023332608,-6.17820702707006
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,0.0132456178287848,1.69130827924491,0.0908820506864929,0.157050780468685,-6.18312831132574
RODRIGUES_THYROID_CARCINOMA_DN,0.00632586699788601,1.6910371189749,0.0909338308891445,0.157069530679186,-6.18358550112674
FORTSCHEGGER_PHF8_TARGETS_DN,-0.0017461984759008,-1.69095423416828,0.0909496631356858,0.157069530679186,-6.18372523446328
OUYANG_PROSTATE_CANCER_PROGRESSION_DN,0.0113888417730708,1.69085890821884,0.0909678745699661,0.157069530679186,-6.18388593354659
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,0.0180823210791069,1.69068251099199,0.09100158190903,0.157084576297241,-6.18418327754932
WP_MONOAMINE_GPCRS,0.00315886511907693,1.68999118966505,0.0911337817788189,0.15726958222951,-6.1853483049554
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,0.00531963541835784,1.68911024713967,0.0913024663138755,0.157517430903845,-6.18683219636988
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,-0.0122946913745469,-1.68800378992764,0.0915146885111654,0.157840235261436,-6.18869485880333
HOWLIN_CITED1_TARGETS_2_UP,-0.0140479021806931,-1.68681745053006,0.0917426728567427,0.15819004085175,-6.19069064537072
LEE_NEURAL_CREST_STEM_CELL_DN,0.00669211641582271,1.68641447991438,0.0918202174040564,0.158280325393443,-6.1913682468407
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN,0.0125216130483167,1.68474157915111,0.0921427010737256,0.158792672401526,-6.1941795281376
DANG_REGULATED_BY_MYC_UP,0.010537339610876,1.68366257957321,0.0923511813557016,0.159108326431081,-6.19599129123688
BURTON_ADIPOGENESIS_5,0.00836097528368374,1.68224228263742,0.0926261834700719,0.159518826640838,-6.19837436529079
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_UP,-0.0115974974749198,-1.68216993313764,0.0926402095845757,0.159518826640838,-6.19849570463698
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,0.0222163570240163,1.68148371988603,0.092773327912985,0.15970429086089,-6.1996463128615
PUJANA_BRCA2_PCC_NETWORK,-0.00149689328210872,-1.68007296005792,0.0930474834408006,0.160132374979582,-6.20201033281229
IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS,0.0196768152505971,1.67855937068509,0.0933423450335585,0.160595849585523,-6.20454446265014
HAN_JNK_SINGALING_DN,0.0177848982384767,1.67828450390295,0.0933959720863077,0.160644139179651,-6.2050044142842
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,-0.0190836018419857,-1.67766555459746,0.0935168208703419,0.160807994300985,-6.20603986528491
LUND_SILENCED_BY_METHYLATION,-0.0191907094364784,-1.67611984170987,0.0938191667815264,0.1612749407836,-6.20862405032275
PID_P73PATHWAY,-0.00971179881372289,-1.67601505826658,0.093839691081245,0.1612749407836,-6.20879914545239
KEGG_PROPANOATE_METABOLISM,-0.0119281010796679,-1.67559091946296,0.0939228054415378,0.161373655604173,-6.2095077778516
HOUSTIS_ROS,-0.0247694272621574,-1.67431245918755,0.0941736902606152,0.161760492836285,-6.21164268983459
WP_TRANSLATION_FACTORS,-0.0223717576168757,-1.67380445967109,0.0942735291152121,0.161887740570795,-6.21249055111985
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,-0.00992612418340091,-1.67343680153359,0.094345839147149,0.161967658847263,-6.21310401966951
HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_UP,-0.00856413863638358,-1.67057238553865,0.0949107293700969,0.162892936671507,-6.21787893242966
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA,-0.0119242529188712,-1.67001478136274,0.0950210088697779,0.163037685161494,-6.2188074957973
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,-0.00468204442927281,-1.66964971801081,0.0950932644521972,0.163117130753837,-6.21941525846744
REACTOME_LIGAND_RECEPTOR_INTERACTIONS,0.0212460452644245,1.6694901701561,0.0951248569693366,0.163125209696264,-6.21968083436266
DURCHDEWALD_SKIN_CARCINOGENESIS_DN,-0.00224363586418938,-1.66936381108582,0.0951498836509952,0.163125209696264,-6.21989114778481
NAKAYAMA_FRA2_TARGETS,0.00955221377742216,1.66790077134282,0.0954400377663464,0.163578030368554,-6.22232509014754
CROONQUIST_STROMAL_STIMULATION_DN,-0.0147537055711106,-1.66747785290508,0.095524044079172,0.163636782512739,-6.22302826890745
WP_TGFBETA_RECEPTOR_SIGNALLING_IN_SKELETAL_DYSPLASIAS,0.00716153579112278,1.6674660518538,0.0955263890277231,0.163636782512739,-6.22304788774764
REACTOME_CARDIAC_CONDUCTION,-0.00227662642754178,-1.66668046526059,0.0956825941322496,0.163824780425473,-6.2243535866114
WANG_TUMOR_INVASIVENESS_UP,0.0223141931648639,1.66665194594305,0.0956882687258413,0.163824780425473,-6.2244009761231
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS,0.0185669153683782,1.66635122806694,0.0957481200772653,0.163868131209755,-6.22490061880605
REACTOME_SIGNALLING_TO_ERKS,-0.00690320651097331,-1.66626275094196,0.0957657352320496,0.163868131209755,-6.22504760639548
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,-0.00897516427064826,-1.6658750562279,0.0958429530503003,0.163955623277392,-6.22569159414028
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP,0.0124788408689462,1.66466764899569,0.0960837539257386,0.164322828142386,-6.22769622279713
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,-0.00926990232825473,-1.66418821960033,0.0961795038343227,0.164441833949597,-6.22849180528189
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS,0.00199429228971371,1.66376909005511,0.0962632734476443,0.164540297421388,-6.22918713661994
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,-0.026378971350186,-1.66293475358131,0.09643020254352,0.164780811034808,-6.23057077134513
WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1,0.00598243393904202,1.65941189111513,0.0971375921965225,0.165944486804877,-6.23640532674173
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_8,-0.00713399174704182,-1.65856781431677,0.097307697512433,0.166189912735229,-6.2378014503707
MARTIN_NFKB_TARGETS_DN,-0.0154783095176012,-1.65500511308944,0.0980283091048491,0.167375148797603,-6.24368643303005
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP,0.0124878140062787,1.65447517553542,0.0981358606801957,0.167485996800104,-6.24456072146077
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_DN,-0.0243638252104475,-1.65442264166287,0.0981465276395837,0.167485996800104,-6.2446473763655
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES,-0.0320915935405229,-1.65357777963359,0.0983182034897916,0.16773341719146,-6.24604060355064
